participant_id,paper_order,paper_position,field_type,attempt_score,position,question_target,question_type,first_interaction_ms,duration_ms,score,skipped,timed_out
AFHD,foreign,1,in_field,35.6,6,Unstated rationale,free_response,67221,160849,15,FALSE,FALSE
AFHD,foreign,1,in_field,35.6,7,Background knowledge,free_response,6451,43328,43,FALSE,FALSE
AFHD,foreign,1,in_field,35.6,8,Failure mode,free_response,7244,25623,0,FALSE,FALSE
3UMA,foreign,1,out_field,35.3,1,Background knowledge,free_response,75270,201184,45,FALSE,FALSE
3UMA,foreign,1,out_field,35.3,2,Failure mode,free_response,97050,276987,37,FALSE,FALSE
3UMA,foreign,1,out_field,35.3,3,Planted error,multiple_choice,120825,121772,100,FALSE,FALSE
3UMA,foreign,1,out_field,35.3,4,Unstated rationale,free_response,140678,165158,0,FALSE,FALSE
3UMA,foreign,1,out_field,35.3,5,Unstated rationale,free_response,,37360,0,TRUE,FALSE
3UMA,foreign,1,out_field,35.3,6,Planted error,multiple_choice,17584,18408,100,FALSE,FALSE
3UMA,foreign,1,out_field,35.3,7,Failure mode,free_response,70836,78129,0,FALSE,FALSE
3UMA,foreign,1,out_field,35.3,8,Background knowledge,free_response,,1099,0,FALSE,TRUE
3UMA,own,2,out_field,22.9,1,Failure mode,free_response,239266,337408,0,FALSE,FALSE
3UMA,own,2,out_field,22.9,2,Unstated rationale,free_response,12157,87587,38,FALSE,FALSE
3UMA,own,2,out_field,22.9,3,Background knowledge,free_response,9833,180364,15,FALSE,FALSE
3UMA,own,2,out_field,22.9,4,Failure mode,free_response,72215,220895,28,FALSE,FALSE
3UMA,own,2,out_field,22.9,5,Planted error,multiple_choice,24465,25238,0,FALSE,FALSE
3UMA,own,2,out_field,22.9,6,Planted error,multiple_choice,11857,12498,100,FALSE,FALSE
3UMA,own,2,out_field,22.9,7,Unstated rationale,free_response,12089,36326,2,FALSE,FALSE
3UMA,own,2,out_field,22.9,8,Background knowledge,free_response,,0,0,FALSE,TRUE
N984,foreign,1,in_field,28,1,Failure mode,free_response,23727,188792,67,FALSE,FALSE
N984,foreign,1,in_field,28,2,Background knowledge,free_response,59876,372903,22,FALSE,FALSE
N984,foreign,1,in_field,28,3,Planted error,multiple_choice,23484,24340,100,FALSE,FALSE
N984,foreign,1,in_field,28,4,Background knowledge,free_response,8880,158403,35,FALSE,FALSE
N984,foreign,1,in_field,28,5,Failure mode,free_response,30827,93468,0,FALSE,FALSE
N984,foreign,1,in_field,28,6,Unstated rationale,free_response,,41537,0,TRUE,FALSE
N984,foreign,1,in_field,28,7,Unstated rationale,free_response,,21330,0,FALSE,TRUE
N984,foreign,1,in_field,28,8,Planted error,multiple_choice,,0,0,FALSE,TRUE
N984,own,2,in_field,61.5,1,Background knowledge,free_response,3073,168448,69,FALSE,FALSE
N984,own,2,in_field,61.5,2,Background knowledge,free_response,6925,118030,30,FALSE,FALSE
N984,own,2,in_field,61.5,3,Failure mode,free_response,11629,112886,95,FALSE,FALSE
N984,own,2,in_field,61.5,4,Planted error,multiple_choice,79162,79867,100,FALSE,FALSE
N984,own,2,in_field,61.5,5,Unstated rationale,free_response,19270,194432,30,FALSE,FALSE
N984,own,2,in_field,61.5,6,Planted error,multiple_choice,22332,22948,100,FALSE,FALSE
N984,own,2,in_field,61.5,7,Failure mode,free_response,38182,181515,68,FALSE,FALSE
N984,own,2,in_field,61.5,8,Unstated rationale,free_response,,22650,0,FALSE,TRUE
ABKF,foreign,1,in_field,14.1,1,Unstated rationale,free_response,89807,147594,3,FALSE,FALSE
ABKF,foreign,1,in_field,14.1,2,Background knowledge,free_response,45443,91079,0,FALSE,FALSE
ABKF,foreign,1,in_field,14.1,3,Planted error,multiple_choice,109276,110369,0,FALSE,FALSE
ABKF,foreign,1,in_field,14.1,4,Unstated rationale,free_response,192311,227378,10,FALSE,FALSE
ABKF,foreign,1,in_field,14.1,5,Background knowledge,free_response,42193,124924,0,FALSE,FALSE
ABKF,foreign,1,in_field,14.1,6,Failure mode,free_response,39674,100239,0,FALSE,FALSE
ABKF,foreign,1,in_field,14.1,7,Planted error,multiple_choice,19050,19810,100,FALSE,FALSE
ABKF,foreign,1,in_field,14.1,8,Failure mode,free_response,46703,70506,0,FALSE,FALSE
ABKF,own,2,in_field,36.5,1,Background knowledge,free_response,19883,121651,25,FALSE,FALSE
ABKF,own,2,in_field,36.5,2,Planted error,multiple_choice,87775,88962,100,FALSE,FALSE
ABKF,own,2,in_field,36.5,3,Failure mode,free_response,50048,133788,50,FALSE,FALSE
ABKF,own,2,in_field,36.5,4,Background knowledge,free_response,63752,238183,0,FALSE,FALSE
ABKF,own,2,in_field,36.5,5,Unstated rationale,free_response,18742,123928,50,FALSE,FALSE
ABKF,own,2,in_field,36.5,6,Unstated rationale,free_response,13758,103659,42,FALSE,FALSE
ABKF,own,2,in_field,36.5,7,Failure mode,free_response,29371,65257,25,FALSE,FALSE
ABKF,own,2,in_field,36.5,8,Planted error,multiple_choice,15378,16493,0,FALSE,FALSE
F6CM,own,1,out_field,58.6,1,Background knowledge,free_response,13830,334028,66,FALSE,FALSE
F6CM,own,1,out_field,58.6,2,Planted error,multiple_choice,31712,32920,100,FALSE,FALSE
F6CM,own,1,out_field,58.6,3,Failure mode,free_response,10266,274287,55,FALSE,FALSE
F6CM,own,1,out_field,58.6,4,Background knowledge,free_response,23845,74024,20,FALSE,FALSE
F6CM,own,1,out_field,58.6,5,Failure mode,free_response,7977,34554,0,FALSE,FALSE
F6CM,own,1,out_field,58.6,6,Unstated rationale,free_response,5569,63808,65,FALSE,FALSE
F6CM,own,1,out_field,58.6,7,Planted error,multiple_choice,18274,19480,100,FALSE,FALSE
F6CM,own,1,out_field,58.6,8,Unstated rationale,free_response,8781,67457,63,FALSE,FALSE
F6CM,foreign,2,out_field,43.5,1,Failure mode,free_response,123684,153285,0,FALSE,FALSE
F6CM,foreign,2,out_field,43.5,2,Planted error,multiple_choice,8390,9409,100,FALSE,FALSE
F6CM,foreign,2,out_field,43.5,3,Unstated rationale,free_response,117590,154221,2,FALSE,FALSE
F6CM,foreign,2,out_field,43.5,4,Background knowledge,free_response,6470,55753,50,FALSE,FALSE
F6CM,foreign,2,out_field,43.5,5,Planted error,multiple_choice,30275,31407,100,FALSE,FALSE
F6CM,foreign,2,out_field,43.5,6,Unstated rationale,free_response,15448,95243,36,FALSE,FALSE
F6CM,foreign,2,out_field,43.5,7,Background knowledge,free_response,18355,124283,60,FALSE,FALSE
F6CM,foreign,2,out_field,43.5,8,Failure mode,free_response,10673,46098,0,FALSE,FALSE
EM7C,own,1,in_field,63.4,1,Unstated rationale,free_response,10456,45472,30,FALSE,FALSE
EM7C,own,1,in_field,63.4,2,Failure mode,free_response,11762,53582,80,FALSE,FALSE
EM7C,own,1,in_field,63.4,3,Planted error,multiple_choice,14993,16245,100,FALSE,FALSE
EM7C,own,1,in_field,63.4,4,Planted error,multiple_choice,8963,10213,100,FALSE,FALSE
EM7C,own,1,in_field,63.4,5,Unstated rationale,free_response,16942,127286,50,FALSE,FALSE
EM7C,own,1,in_field,63.4,6,Background knowledge,free_response,6122,168235,57,FALSE,FALSE
EM7C,own,1,in_field,63.4,7,Background knowledge,free_response,2454,33319,90,FALSE,FALSE
EM7C,own,1,in_field,63.4,8,Failure mode,free_response,71540,154830,0,FALSE,FALSE
9BR5,own,1,out_field,55.3,1,Failure mode,free_response,81346,178111,0,FALSE,FALSE
9BR5,own,1,out_field,55.3,2,Background knowledge,free_response,11125,131104,74,FALSE,FALSE
9BR5,own,1,out_field,55.3,3,Planted error,multiple_choice,43110,43328,100,FALSE,FALSE
9BR5,own,1,out_field,55.3,4,Unstated rationale,free_response,35374,135424,90,FALSE,FALSE
9BR5,own,1,out_field,55.3,5,Unstated rationale,free_response,62540,104005,8,FALSE,FALSE
9BR5,own,1,out_field,55.3,6,Planted error,multiple_choice,7953,8601,100,FALSE,FALSE
9BR5,own,1,out_field,55.3,7,Background knowledge,free_response,57705,156428,65,FALSE,FALSE
9BR5,own,1,out_field,55.3,8,Failure mode,free_response,37794,131013,5,FALSE,FALSE
6JPN,own,1,out_field,50.5,1,Background knowledge,free_response,10184,128867,57,FALSE,FALSE
6JPN,own,1,out_field,50.5,2,Failure mode,free_response,17213,68864,0,FALSE,FALSE
6JPN,own,1,out_field,50.5,3,Planted error,multiple_choice,50727,52217,0,FALSE,FALSE
6JPN,own,1,out_field,50.5,4,Planted error,multiple_choice,46581,47641,100,FALSE,FALSE
6JPN,own,1,out_field,50.5,5,Failure mode,free_response,32278,104403,78,FALSE,FALSE
6JPN,own,1,out_field,50.5,6,Unstated rationale,free_response,14894,134364,80,FALSE,FALSE
6JPN,own,1,out_field,50.5,7,Background knowledge,free_response,4156,77951,19,FALSE,FALSE
6JPN,own,1,out_field,50.5,8,Unstated rationale,free_response,14388,57595,70,FALSE,FALSE
2BHV,own,2,out_field,32.3,1,Planted error,multiple_choice,52796,54582,0,FALSE,FALSE
2BHV,own,2,out_field,32.3,2,Unstated rationale,free_response,30023,317412,50,FALSE,FALSE
2BHV,own,2,out_field,32.3,3,Background knowledge,free_response,11702,177342,20,FALSE,FALSE
2BHV,own,2,out_field,32.3,4,Planted error,multiple_choice,56244,57353,100,FALSE,FALSE
2BHV,own,2,out_field,32.3,5,Unstated rationale,free_response,19838,199486,88,FALSE,FALSE
2BHV,own,2,out_field,32.3,6,Failure mode,free_response,14404,63435,0,FALSE,FALSE
2BHV,own,2,out_field,32.3,7,Background knowledge,free_response,,10372,0,TRUE,FALSE
2BHV,own,2,out_field,32.3,8,Failure mode,free_response,12950,20276,0,FALSE,FALSE
2JX5,own,1,in_field,41.6,1,Failure mode,free_response,94213,278656,0,FALSE,FALSE
2JX5,own,1,in_field,41.6,2,Background knowledge,free_response,27843,232777,40,FALSE,FALSE
2JX5,own,1,in_field,41.6,3,Planted error,multiple_choice,13331,15853,100,FALSE,FALSE
2JX5,own,1,in_field,41.6,4,Failure mode,free_response,52524,135879,15,FALSE,FALSE
2JX5,own,1,in_field,41.6,5,Unstated rationale,free_response,19595,118537,35,FALSE,FALSE
2JX5,own,1,in_field,41.6,6,Planted error,multiple_choice,10683,11959,100,FALSE,FALSE
2JX5,own,1,in_field,41.6,7,Unstated rationale,free_response,17285,52097,43,FALSE,FALSE
2JX5,own,1,in_field,41.6,8,Background knowledge,free_response,14436,55190,0,FALSE,FALSE
PASE,own,2,out_field,51.5,1,Planted error,multiple_choice,13321,14014,100,FALSE,FALSE
PASE,own,2,out_field,51.5,2,Planted error,multiple_choice,8359,8919,100,FALSE,FALSE
PASE,own,2,out_field,51.5,3,Unstated rationale,free_response,24157,109606,23,FALSE,FALSE
PASE,own,2,out_field,51.5,4,Failure mode,free_response,62867,169352,55,FALSE,FALSE
PASE,own,2,out_field,51.5,5,Background knowledge,free_response,10300,176014,57,FALSE,FALSE
PASE,own,2,out_field,51.5,6,Unstated rationale,free_response,16431,184521,34,FALSE,FALSE
PASE,own,2,out_field,51.5,7,Background knowledge,free_response,15586,160342,43,FALSE,FALSE
PASE,own,2,out_field,51.5,8,Failure mode,free_response,22011,77802,0,FALSE,FALSE
D267,own,2,in_field,50.5,1,Unstated rationale,free_response,42793,292040,32,FALSE,FALSE
D267,own,2,in_field,50.5,2,Background knowledge,free_response,5296,134159,100,FALSE,FALSE
D267,own,2,in_field,50.5,3,Planted error,multiple_choice,15226,15891,100,FALSE,FALSE
D267,own,2,in_field,50.5,4,Unstated rationale,free_response,45679,112555,2,FALSE,FALSE
D267,own,2,in_field,50.5,5,Failure mode,free_response,87705,174241,100,FALSE,FALSE
D267,own,2,in_field,50.5,6,Failure mode,free_response,9717,101905,70,FALSE,FALSE
D267,own,2,in_field,50.5,7,Planted error,multiple_choice,15562,16346,0,FALSE,FALSE
D267,own,2,in_field,50.5,8,Background knowledge,free_response,39189,53058,0,FALSE,FALSE
EM7C,foreign,2,in_field,41.1,1,Background knowledge,free_response,6631,120381,29,FALSE,FALSE
EM7C,foreign,2,in_field,41.1,2,Background knowledge,free_response,6805,133601,62,FALSE,FALSE
EM7C,foreign,2,in_field,41.1,3,Unstated rationale,free_response,187853,217904,8,FALSE,FALSE
EM7C,foreign,2,in_field,41.1,4,Unstated rationale,free_response,34776,96211,10,FALSE,FALSE
EM7C,foreign,2,in_field,41.1,5,Failure mode,free_response,54768,117720,20,FALSE,FALSE
EM7C,foreign,2,in_field,41.1,6,Planted error,multiple_choice,21714,22628,100,FALSE,FALSE
EM7C,foreign,2,in_field,41.1,7,Failure mode,free_response,22172,67333,0,FALSE,FALSE
EM7C,foreign,2,in_field,41.1,8,Planted error,multiple_choice,31717,32409,100,FALSE,FALSE
9BR5,foreign,2,out_field,35.1,1,Unstated rationale,free_response,57822,129485,48,FALSE,FALSE
9BR5,foreign,2,out_field,35.1,2,Planted error,multiple_choice,33732,35101,100,FALSE,FALSE
9BR5,foreign,2,out_field,35.1,3,Failure mode,free_response,66734,230610,0,FALSE,FALSE
9BR5,foreign,2,out_field,35.1,4,Unstated rationale,free_response,136512,199959,5,FALSE,FALSE
9BR5,foreign,2,out_field,35.1,5,Background knowledge,free_response,46685,129584,0,FALSE,FALSE
9BR5,foreign,2,out_field,35.1,6,Failure mode,free_response,21906,74713,20,FALSE,FALSE
9BR5,foreign,2,out_field,35.1,7,Planted error,multiple_choice,56857,59424,100,FALSE,FALSE
9BR5,foreign,2,out_field,35.1,8,Background knowledge,free_response,13003,42467,8,FALSE,FALSE
6JPN,foreign,2,out_field,35.5,1,Planted error,multiple_choice,62816,64618,100,FALSE,FALSE
6JPN,foreign,2,out_field,35.5,2,Failure mode,free_response,168239,178032,5,FALSE,FALSE
6JPN,foreign,2,out_field,35.5,3,Planted error,multiple_choice,21825,22773,100,FALSE,FALSE
6JPN,foreign,2,out_field,35.5,4,Unstated rationale,free_response,28830,51949,25,FALSE,FALSE
6JPN,foreign,2,out_field,35.5,5,Background knowledge,free_response,39748,214176,34,FALSE,FALSE
6JPN,foreign,2,out_field,35.5,6,Failure mode,free_response,15856,75955,12,FALSE,FALSE
6JPN,foreign,2,out_field,35.5,7,Unstated rationale,free_response,140439,162041,8,FALSE,FALSE
6JPN,foreign,2,out_field,35.5,8,Background knowledge,free_response,44447,131449,0,FALSE,FALSE
2JX5,foreign,2,in_field,27.3,1,Unstated rationale,free_response,,261877,0,TRUE,FALSE
2JX5,foreign,2,in_field,27.3,2,Planted error,multiple_choice,36990,44428,100,FALSE,FALSE
2JX5,foreign,2,in_field,27.3,3,Unstated rationale,free_response,286031,374449,8,FALSE,FALSE
2JX5,foreign,2,in_field,27.3,4,Background knowledge,free_response,5550,95016,10,FALSE,FALSE
2JX5,foreign,2,in_field,27.3,5,Background knowledge,free_response,12427,39662,0,FALSE,FALSE
2JX5,foreign,2,in_field,27.3,6,Planted error,multiple_choice,39675,40865,100,FALSE,FALSE
2JX5,foreign,2,in_field,27.3,7,Failure mode,free_response,,15559,0,TRUE,FALSE
2JX5,foreign,2,in_field,27.3,8,Failure mode,free_response,,28467,0,FALSE,TRUE
PASE,foreign,1,out_field,28.8,1,Background knowledge,free_response,28287,136819,0,FALSE,FALSE
PASE,foreign,1,out_field,28.8,2,Failure mode,free_response,60991,264978,0,FALSE,FALSE
PASE,foreign,1,out_field,28.8,3,Unstated rationale,free_response,62014,207863,32,FALSE,FALSE
PASE,foreign,1,out_field,28.8,4,Failure mode,free_response,36310,165996,0,FALSE,FALSE
PASE,foreign,1,out_field,28.8,5,Background knowledge,free_response,5687,78924,70,FALSE,FALSE
PASE,foreign,1,out_field,28.8,6,Planted error,multiple_choice,4449,5203,100,FALSE,FALSE
PASE,foreign,1,out_field,28.8,7,Unstated rationale,free_response,20933,40537,28,FALSE,FALSE
PASE,foreign,1,out_field,28.8,8,Planted error,multiple_choice,,0,0,FALSE,TRUE
D267,foreign,1,in_field,35.3,1,Unstated rationale,free_response,76248,108019,0,FALSE,FALSE
D267,foreign,1,in_field,35.3,2,Planted error,multiple_choice,68364,90343,100,FALSE,FALSE
D267,foreign,1,in_field,35.3,3,Failure mode,free_response,,63057,0,TRUE,FALSE
D267,foreign,1,in_field,35.3,4,Background knowledge,free_response,48148,252691,38,FALSE,FALSE
D267,foreign,1,in_field,35.3,5,Background knowledge,free_response,9482,166391,34,FALSE,FALSE
D267,foreign,1,in_field,35.3,6,Planted error,multiple_choice,19896,22122,100,FALSE,FALSE
D267,foreign,1,in_field,35.3,7,Unstated rationale,free_response,80272,194866,10,FALSE,FALSE
D267,foreign,1,in_field,35.3,8,Failure mode,free_response,,3193,0,FALSE,TRUE
2BHV,foreign,1,out_field,39,1,Unstated rationale,free_response,106756,286354,43,FALSE,FALSE
2BHV,foreign,1,out_field,39,2,Planted error,multiple_choice,52436,59047,100,FALSE,FALSE
2BHV,foreign,1,out_field,39,3,Failure mode,free_response,,74973,0,TRUE,FALSE
2BHV,foreign,1,out_field,39,4,Failure mode,free_response,,60617,0,TRUE,FALSE
2BHV,foreign,1,out_field,39,5,Unstated rationale,free_response,107964,129991,7,FALSE,FALSE
2BHV,foreign,1,out_field,39,6,Background knowledge,free_response,11445,223358,62,FALSE,FALSE
2BHV,foreign,1,out_field,39,7,Planted error,multiple_choice,60065,61096,100,FALSE,FALSE
2BHV,foreign,1,out_field,39,8,Background knowledge,free_response,,5080,0,FALSE,TRUE
WV8T,own,2,in_field,44.4,1,Background knowledge,free_response,23507,94057,18,FALSE,FALSE
WV8T,own,2,in_field,44.4,2,Planted error,multiple_choice,51935,59194,100,FALSE,FALSE
WV8T,own,2,in_field,44.4,3,Planted error,multiple_choice,22573,24752,100,FALSE,FALSE
WV8T,own,2,in_field,44.4,4,Failure mode,free_response,47389,151498,0,FALSE,FALSE
WV8T,own,2,in_field,44.4,5,Unstated rationale,free_response,10680,267486,69,FALSE,FALSE
WV8T,own,2,in_field,44.4,6,Unstated rationale,free_response,38488,101539,2,FALSE,FALSE
WV8T,own,2,in_field,44.4,7,Failure mode,free_response,9416,68474,0,FALSE,FALSE
WV8T,own,2,in_field,44.4,8,Background knowledge,free_response,7966,126048,66,FALSE,FALSE
WV8T,foreign,1,in_field,14.4,1,Unstated rationale,free_response,138015,192606,0,TRUE,FALSE
WV8T,foreign,1,in_field,14.4,2,Unstated rationale,free_response,70325,92190,0,FALSE,FALSE
WV8T,foreign,1,in_field,14.4,3,Background knowledge,free_response,90427,203939,0,FALSE,FALSE
WV8T,foreign,1,in_field,14.4,4,Failure mode,free_response,,49344,0,TRUE,FALSE
WV8T,foreign,1,in_field,14.4,5,Planted error,multiple_choice,63217,64032,100,FALSE,FALSE
WV8T,foreign,1,in_field,14.4,6,Background knowledge,free_response,36263,173593,15,FALSE,FALSE
WV8T,foreign,1,in_field,14.4,7,Failure mode,free_response,44787,124966,0,FALSE,FALSE
WV8T,foreign,1,in_field,14.4,8,Planted error,multiple_choice,,0,0,FALSE,TRUE
SRSS,own,2,out_field,60.3,1,Planted error,multiple_choice,29764,31730,100,FALSE,FALSE
SRSS,own,2,out_field,60.3,2,Unstated rationale,free_response,25615,216965,45,FALSE,FALSE
SRSS,own,2,out_field,60.3,3,Planted error,multiple_choice,102244,102911,100,FALSE,FALSE
SRSS,own,2,out_field,60.3,4,Failure mode,free_response,21727,156238,78,FALSE,FALSE
SRSS,own,2,out_field,60.3,5,Failure mode,free_response,10889,126623,84,FALSE,FALSE
SRSS,own,2,out_field,60.3,6,Unstated rationale,free_response,23542,165989,35,FALSE,FALSE
SRSS,own,2,out_field,60.3,7,Background knowledge,free_response,7100,69961,40,FALSE,FALSE
SRSS,own,2,out_field,60.3,8,Background knowledge,free_response,6407,29815,0,FALSE,FALSE
SRSS,foreign,1,out_field,14.5,1,Failure mode,free_response,219203,326838,0,FALSE,FALSE
SRSS,foreign,1,out_field,14.5,2,Unstated rationale,free_response,109633,284868,16,FALSE,FALSE
SRSS,foreign,1,out_field,14.5,3,Planted error,multiple_choice,138260,139205,100,FALSE,FALSE
SRSS,foreign,1,out_field,14.5,4,Background knowledge,free_response,,64269,0,TRUE,FALSE
SRSS,foreign,1,out_field,14.5,5,Failure mode,free_response,9324,60435,0,FALSE,FALSE
SRSS,foreign,1,out_field,14.5,6,Unstated rationale,free_response,,11218,0,TRUE,FALSE
SRSS,foreign,1,out_field,14.5,7,Planted error,multiple_choice,8783,9708,0,FALSE,FALSE
SRSS,foreign,1,out_field,14.5,8,Background knowledge,free_response,,4077,0,FALSE,TRUE
